pokemon_id,pokemon_name,base_attack,base_defense,base_stamina,tipo,subtipo,imagen
144,Articuno,250,197,207,Psychic,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e7/latest/20230319125620/Articuno_icono_HOME.png/48px-Articuno_icono_HOME.png
145,Zapdos,252,189,207,Fighting,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20230319132639/Zapdos_icono_HOME.png/48px-Zapdos_icono_HOME.png
146,Moltres,202,231,207,Dark,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/44/latest/20230319131338/Moltres_icono_HOME.png/48px-Moltres_icono_HOME.png
147,Dratini,119,91,121,Dragon,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a0/latest/20230319125208/Dratini_icono_HOME.png/48px-Dratini_icono_HOME.png
148,Dragonair,163,135,156,Dragon,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f9/latest/20230319131506/Dragonair_icono_HOME.png/48px-Dragonair_icono_HOME.png
149,Dragonite,263,198,209,Dragon,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e1/latest/20230319131027/Dragonite_icono_HOME.png/48px-Dragonite_icono_HOME.png
150,Mewtwo,182,278,214,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7c/latest/20230319130947/Mewtwo_icono_HOME.png/48px-Mewtwo_icono_HOME.png
151,Mew,210,210,225,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ab/latest/20230319124347/Mew_icono_HOME.png/48px-Mew_icono_HOME.png
152,Chikorita,92,122,128,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/39/latest/20231230143720/Chikorita_icono_HOME.png/48px-Chikorita_icono_HOME.png
153,Bayleef,122,155,155,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3e/latest/20231230143538/Bayleef_icono_HOME.png/48px-Bayleef_icono_HOME.png
154,Meganium,168,202,190,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f0/latest/20231230143509/Meganium_icono_HOME.png/48px-Meganium_icono_HOME.png
155,Cyndaquil,116,93,118,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a3/latest/20230319130834/Cyndaquil_icono_HOME.png/48px-Cyndaquil_icono_HOME.png
156,Quilava,158,126,151,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3b/latest/20230319125307/Quilava_icono_HOME.png/48px-Quilava_icono_HOME.png
157,Typhlosion,238,172,177,Fire,Ghost,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/66/latest/20230319131748/Typhlosion_icono_HOME.png/48px-Typhlosion_icono_HOME.png
158,Totodile,117,109,137,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/05/latest/20230319132222/Totodile_icono_HOME.png/48px-Totodile_icono_HOME.png
159,Croconaw,150,142,163,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7e/latest/20231230143610/Croconaw_icono_HOME.png/48px-Croconaw_icono_HOME.png
160,Feraligatr,205,188,198,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/60/latest/20231230143507/Feraligatr_icono_HOME.png/48px-Feraligatr_icono_HOME.png
161,Sentret,79,73,111,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2b/latest/20230319124400/Sentret_icono_HOME.png/48px-Sentret_icono_HOME.png
162,Furret,148,125,198,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4e/latest/20230319125824/Furret_icono_HOME.png/48px-Furret_icono_HOME.png
163,Hoothoot,67,88,155,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fb/latest/20230319125022/Hoothoot_icono_HOME.png/48px-Hoothoot_icono_HOME.png
164,Noctowl,145,156,225,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0d/latest/20230319131004/Noctowl_icono_HOME.png/48px-Noctowl_icono_HOME.png
165,Ledyba,72,118,120,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/67/latest/20230319132830/Ledyba_icono_HOME.png/48px-Ledyba_icono_HOME.png
166,Ledian,107,179,146,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/29/latest/20230319130431/Ledian_icono_HOME.png/48px-Ledian_icono_HOME.png
167,Spinarak,105,73,120,Bug,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cb/latest/20230319124428/Spinarak_icono_HOME.png/48px-Spinarak_icono_HOME.png
168,Ariados,161,124,172,Bug,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e7/latest/20260503154117/Ariados_icono_HOME.png/48px-Ariados_icono_HOME.png
169,Crobat,194,178,198,Poison,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/45/latest/20230319124937/Crobat_icono_HOME.png/48px-Crobat_icono_HOME.png
170,Chinchou,106,97,181,Water,Electric,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20231230143501/Chinchou_icono_HOME.png/48px-Chinchou_icono_HOME.png
171,Lanturn,146,137,268,Water,Electric,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f5/latest/20231230143642/Lanturn_icono_HOME.png/48px-Lanturn_icono_HOME.png
172,Pichu,77,53,85,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20230319130902/Pichu_icono_HOME.png/48px-Pichu_icono_HOME.png
173,Cleffa,75,79,137,Fairy,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/75/latest/20230319124935/Cleffa_icono_HOME.png/48px-Cleffa_icono_HOME.png
174,Igglybuff,69,32,207,Normal,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9e/latest/20230319132754/Igglybuff_icono_HOME.png/48px-Igglybuff_icono_HOME.png
175,Togepi,67,116,111,Fairy,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/88/latest/20230319130342/Togepi_icono_HOME.png/48px-Togepi_icono_HOME.png
176,Togetic,139,181,146,Fairy,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c8/latest/20230319131704/Togetic_icono_HOME.png/48px-Togetic_icono_HOME.png
177,Natu,134,89,120,Psychic,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b1/latest/20230319132652/Natu_icono_HOME.png/48px-Natu_icono_HOME.png
178,Xatu,192,146,163,Psychic,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c4/latest/20230319130629/Xatu_icono_HOME.png/48px-Xatu_icono_HOME.png
179,Mareep,114,79,146,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2b/latest/20230319130245/Mareep_icono_HOME.png/48px-Mareep_icono_HOME.png
180,Flaaffy,145,109,172,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6d/latest/20230319132155/Flaaffy_icono_HOME.png/48px-Flaaffy_icono_HOME.png
181,Ampharos,211,169,207,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20230319125201/Ampharos_icono_HOME.png/48px-Ampharos_icono_HOME.png
182,Bellossom,169,186,181,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e7/latest/20230319132329/Bellossom_icono_HOME.png/48px-Bellossom_icono_HOME.png
183,Marill,37,93,172,Water,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3d/latest/20230319131500/Marill_icono_HOME.png/48px-Marill_icono_HOME.png
184,Azumarill,112,152,225,Water,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1a/latest/20230319132319/Azumarill_icono_HOME.png/48px-Azumarill_icono_HOME.png
185,Sudowoodo,167,176,172,Rock,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/10/latest/20230319131143/Sudowoodo_icono_HOME.png/48px-Sudowoodo_icono_HOME.png
186,Politoed,174,179,207,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20230319125846/Politoed_icono_HOME.png/48px-Politoed_icono_HOME.png
187,Hoppip,67,94,111,Grass,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20230319131508/Hoppip_icono_HOME.png/48px-Hoppip_icono_HOME.png
188,Skiploom,91,120,146,Grass,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20230319131632/Skiploom_icono_HOME.png/48px-Skiploom_icono_HOME.png
189,Jumpluff,118,183,181,Grass,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/29/latest/20230319130957/Jumpluff_icono_HOME.png/48px-Jumpluff_icono_HOME.png
190,Aipom,136,112,146,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/16/latest/20230319130314/Aipom_icono_HOME.png/48px-Aipom_icono_HOME.png
191,Sunkern,55,55,102,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/10/latest/20230319131225/Sunkern_icono_HOME.png/48px-Sunkern_icono_HOME.png
192,Sunflora,185,135,181,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/53/latest/20230319124424/Sunflora_icono_HOME.png/48px-Sunflora_icono_HOME.png
193,Yanma,154,94,163,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/30/latest/20230319124752/Yanma_icono_HOME.png/48px-Yanma_icono_HOME.png
194,Wooper,75,66,146,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1a/latest/20230319132836/Wooper_icono_HOME.png/48px-Wooper_icono_HOME.png
195,Quagsire,152,143,216,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b3/latest/20230319132851/Quagsire_icono_HOME.png/48px-Quagsire_icono_HOME.png
196,Espeon,261,175,163,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2c/latest/20230319125449/Espeon_icono_HOME.png/48px-Espeon_icono_HOME.png
197,Umbreon,126,240,216,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ee/latest/20230319130843/Umbreon_icono_HOME.png/48px-Umbreon_icono_HOME.png
198,Murkrow,175,87,155,Dark,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0a/latest/20230319125212/Murkrow_icono_HOME.png/48px-Murkrow_icono_HOME.png
199,Slowking,177,180,216,Water,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d2/latest/20230319131504/Slowking_icono_HOME.png/48px-Slowking_icono_HOME.png
200,Misdreavus,167,154,155,Ghost,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/12/latest/20230319132300/Misdreavus_icono_HOME.png/48px-Misdreavus_icono_HOME.png
201,Unown,136,91,134,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6a/latest/20230319131713/Unown_A_icono_HOME.png/48px-Unown_A_icono_HOME.png
202,Wobbuffet,60,106,382,Psychic,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a3/latest/20230319130143/Wobbuffet_icono_HOME.png/48px-Wobbuffet_icono_HOME.png
203,Girafarig,182,133,172,Normal,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d2/latest/20230319124954/Girafarig_icono_HOME.png/48px-Girafarig_icono_HOME.png
204,Pineco,108,122,137,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9e/latest/20230319132436/Pineco_icono_HOME.png/48px-Pineco_icono_HOME.png
205,Forretress,161,205,181,Bug,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/ca/latest/20230319124356/Forretress_icono_HOME.png/48px-Forretress_icono_HOME.png
206,Dunsparce,131,128,225,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8c/latest/20230319125037/Dunsparce_icono_HOME.png/48px-Dunsparce_icono_HOME.png
207,Gligar,143,184,163,Ground,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7e/latest/20230319125157/Gligar_icono_HOME.png/48px-Gligar_icono_HOME.png
208,Steelix,148,272,181,Steel,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ab/latest/20230319125831/Steelix_icono_HOME.png/48px-Steelix_icono_HOME.png
209,Snubbull,137,85,155,Fairy,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0f/latest/20230319130247/Snubbull_icono_HOME.png/48px-Snubbull_icono_HOME.png
210,Granbull,212,131,207,Fairy,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20231230143554/Granbull_icono_HOME.png/48px-Granbull_icono_HOME.png
211,Qwilfish,184,151,163,Dark,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20230319130408/Qwilfish_icono_HOME.png/48px-Qwilfish_icono_HOME.png
212,Scizor,236,181,172,Bug,Steel,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/93/latest/20230319131951/Scizor_icono_HOME.png/48px-Scizor_icono_HOME.png
213,Shuckle,17,396,85,Bug,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f9/latest/20230319132136/Shuckle_icono_HOME.png/48px-Shuckle_icono_HOME.png
214,Heracross,234,179,190,Bug,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/38/latest/20230319130657/Heracross_icono_HOME.png/48px-Heracross_icono_HOME.png
215,Sneasel,189,146,146,Fighting,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/37/latest/20230319132529/Sneasel_icono_HOME.png/48px-Sneasel_icono_HOME.png
216,Teddiursa,142,93,155,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/12/latest/20230319130741/Teddiursa_icono_HOME.png/48px-Teddiursa_icono_HOME.png
217,Ursaring,236,144,207,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e8/latest/20230319130141/Ursaring_icono_HOME.png/48px-Ursaring_icono_HOME.png
218,Slugma,118,71,120,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/89/latest/20230917181300/Slugma_icono_HOME.png/48px-Slugma_icono_HOME.png
219,Magcargo,139,191,137,Fire,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20230917181303/Magcargo_icono_HOME.png/48px-Magcargo_icono_HOME.png
220,Swinub,90,69,137,Ice,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/83/latest/20230917181252/Swinub_icono_HOME.png/48px-Swinub_icono_HOME.png
221,Piloswine,181,138,225,Ice,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0a/latest/20230917181247/Piloswine_icono_HOME.png/48px-Piloswine_icono_HOME.png
222,Corsola,118,156,146,Water,Rock,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/81/latest/20230319131919/Corsola_icono_HOME.png/48px-Corsola_icono_HOME.png
223,Remoraid,127,69,111,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20230319124230/Remoraid_icono_HOME.png/48px-Remoraid_icono_HOME.png
224,Octillery,197,141,181,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/25/latest/20230319131519/Octillery_icono_HOME.png/48px-Octillery_icono_HOME.png
225,Delibird,128,90,128,Ice,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/00/latest/20230319124156/Delibird_icono_HOME.png/48px-Delibird_icono_HOME.png
226,Mantine,148,226,163,Water,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20230319125953/Mantine_icono_HOME.png/48px-Mantine_icono_HOME.png
227,Skarmory,148,226,163,Steel,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/75/latest/20230319132117/Skarmory_icono_HOME.png/48px-Skarmory_icono_HOME.png
228,Houndour,152,83,128,Dark,Fire,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/30/latest/20230319131329/Houndour_icono_HOME.png/48px-Houndour_icono_HOME.png
229,Houndoom,224,144,181,Dark,Fire,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ac/latest/20230319130553/Houndoom_icono_HOME.png/48px-Houndoom_icono_HOME.png
230,Kingdra,194,194,181,Water,Dragon,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20230319124613/Kingdra_icono_HOME.png/48px-Kingdra_icono_HOME.png
231,Phanpy,107,98,207,Ground,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d6/latest/20230319124715/Phanpy_icono_HOME.png/48px-Phanpy_icono_HOME.png
232,Donphan,214,185,207,Ground,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a2/latest/20230319125947/Donphan_icono_HOME.png/48px-Donphan_icono_HOME.png
233,Porygon2,198,180,198,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/59/latest/20231230143710/Porygon2_icono_HOME.png/48px-Porygon2_icono_HOME.png
234,Stantler,192,131,177,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7a/latest/20230319130616/Stantler_icono_HOME.png/48px-Stantler_icono_HOME.png
235,Smeargle,40,83,146,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20231230143528/Smeargle_icono_HOME.png/48px-Smeargle_icono_HOME.png
236,Tyrogue,64,64,111,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4b/latest/20231230143623/Tyrogue_icono_HOME.png/48px-Tyrogue_icono_HOME.png
237,Hitmontop,173,207,137,Fighting,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a6/latest/20231230143613/Hitmontop_icono_HOME.png/48px-Hitmontop_icono_HOME.png
238,Smoochum,153,91,128,Ice,Psychic,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1e/latest/20230319131902/Smoochum_icono_HOME.png/48px-Smoochum_icono_HOME.png
239,Elekid,135,101,128,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6f/latest/20231230143659/Elekid_icono_HOME.png/48px-Elekid_icono_HOME.png
240,Magby,151,99,128,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6b/latest/20231230143544/Magby_icono_HOME.png/48px-Magby_icono_HOME.png
241,Miltank,157,193,216,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20230319132048/Miltank_icono_HOME.png/48px-Miltank_icono_HOME.png
242,Blissey,129,169,496,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d4/latest/20230319124638/Blissey_icono_HOME.png/48px-Blissey_icono_HOME.png
243,Raikou,241,195,207,Electric,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/27/latest/20231230143657/Raikou_icono_HOME.png/48px-Raikou_icono_HOME.png
244,Entei,235,171,251,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0e/latest/20231230143634/Entei_icono_HOME.png/48px-Entei_icono_HOME.png
245,Suicune,180,235,225,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6b/latest/20231230143558/Suicune_icono_HOME.png/48px-Suicune_icono_HOME.png
246,Larvitar,115,93,137,Rock,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/50/latest/20230319132823/Larvitar_icono_HOME.png/48px-Larvitar_icono_HOME.png
247,Pupitar,155,133,172,Rock,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/da/latest/20230319125722/Pupitar_icono_HOME.png/48px-Pupitar_icono_HOME.png
248,Tyranitar,251,207,225,Rock,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/91/latest/20230319124252/Tyranitar_icono_HOME.png/48px-Tyranitar_icono_HOME.png
249,Lugia,193,310,235,Psychic,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/55/latest/20231230143550/Lugia_icono_HOME.png/48px-Lugia_icono_HOME.png
250,Ho-Oh,239,244,214,Fire,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/11/latest/20231230143636/Ho-Oh_icono_HOME.png/48px-Ho-Oh_icono_HOME.png
251,Celebi,210,210,225,Psychic,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/14/latest/20230319130913/Celebi_icono_HOME.png/48px-Celebi_icono_HOME.png
252,Treecko,124,94,120,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/21/latest/20230319125903/Treecko_icono_HOME.png/48px-Treecko_icono_HOME.png
253,Grovyle,172,120,137,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20230319132004/Grovyle_icono_HOME.png/48px-Grovyle_icono_HOME.png
254,Sceptile,223,169,172,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4d/latest/20231230143640/Sceptile_icono_HOME.png/48px-Sceptile_icono_HOME.png
255,Torchic,130,87,128,Fire,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/28/latest/20231230143727/Torchic_icono_HOME.png/48px-Torchic_icono_HOME.png
256,Combusken,163,115,155,Fire,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4e/latest/20231230143714/Combusken_icono_HOME.png/48px-Combusken_icono_HOME.png
257,Blaziken,240,141,190,Fire,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/53/latest/20230319124634/Blaziken_icono_HOME.png/48px-Blaziken_icono_HOME.png
258,Mudkip,126,93,137,Water,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/63/latest/20231230143701/Mudkip_icono_HOME.png/48px-Mudkip_icono_HOME.png
259,Marshtomp,156,133,172,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f5/latest/20230319132617/Marshtomp_icono_HOME.png/48px-Marshtomp_icono_HOME.png
260,Swampert,208,175,225,Water,Ground,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f3/latest/20230319125144/Swampert_icono_HOME.png/48px-Swampert_icono_HOME.png
261,Poochyena,96,61,111,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c5/latest/20230917181249/Poochyena_icono_HOME.png/48px-Poochyena_icono_HOME.png
262,Mightyena,171,132,172,Dark,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d4/latest/20230917181227/Mightyena_icono_HOME.png/48px-Mightyena_icono_HOME.png
263,Zigzagoon,58,80,116,Dark,Normal,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d2/latest/20230319130536/Zigzagoon_icono_HOME.png/48px-Zigzagoon_icono_HOME.png
264,Linoone,142,128,186,Dark,Normal,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/49/latest/20230319132130/Linoone_icono_HOME.png/48px-Linoone_icono_HOME.png
265,Wurmple,75,59,128,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d0/latest/20230319131731/Wurmple_icono_HOME.png/48px-Wurmple_icono_HOME.png
266,Silcoon,60,77,137,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0f/latest/20230319125242/Silcoon_icono_HOME.png/48px-Silcoon_icono_HOME.png
267,Beautifly,189,98,155,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3c/latest/20230319131856/Beautifly_icono_HOME.png/48px-Beautifly_icono_HOME.png
268,Cascoon,60,77,137,Bug,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5b/latest/20230319132543/Cascoon_icono_HOME.png/48px-Cascoon_icono_HOME.png
269,Dustox,98,162,155,Bug,Poison,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/04/latest/20230319131155/Dustox_icono_HOME.png/48px-Dustox_icono_HOME.png
270,Lotad,71,77,120,Water,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/44/latest/20230917181223/Lotad_icono_HOME.png/48px-Lotad_icono_HOME.png
271,Lombre,112,119,155,Water,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20230319125328/Lombre_icono_HOME.png/48px-Lombre_icono_HOME.png
272,Ludicolo,173,176,190,Water,Grass,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a6/latest/20230917181255/Ludicolo_icono_HOME.png/48px-Ludicolo_icono_HOME.png
273,Seedot,71,77,120,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/04/latest/20230319130319/Seedot_icono_HOME.png/48px-Seedot_icono_HOME.png
274,Nuzleaf,134,78,172,Grass,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8f/latest/20230917181251/Nuzleaf_icono_HOME.png/48px-Nuzleaf_icono_HOME.png
275,Shiftry,200,121,207,Grass,Dark,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/65/latest/20230319132226/Shiftry_icono_HOME.png/48px-Shiftry_icono_HOME.png
276,Taillow,106,61,120,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ee/latest/20230319132813/Taillow_icono_HOME.png/48px-Taillow_icono_HOME.png
277,Swellow,185,124,155,Normal,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/77/latest/20230319131221/Swellow_icono_HOME.png/48px-Swellow_icono_HOME.png
278,Wingull,106,61,120,Water,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/82/latest/20230319130114/Wingull_icono_HOME.png/48px-Wingull_icono_HOME.png
279,Pelipper,175,174,155,Water,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/08/latest/20230319131048/Pelipper_icono_HOME.png/48px-Pelipper_icono_HOME.png
280,Ralts,79,59,99,Psychic,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/67/latest/20230319131708/Ralts_icono_HOME.png/48px-Ralts_icono_HOME.png
281,Kirlia,117,90,116,Psychic,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/21/latest/20230319130722/Kirlia_icono_HOME.png/48px-Kirlia_icono_HOME.png
282,Gardevoir,237,195,169,Psychic,Fairy,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f0/latest/20230319125520/Gardevoir_icono_HOME.png/48px-Gardevoir_icono_HOME.png
283,Surskit,93,87,120,Bug,Water,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c5/latest/20230319130059/Surskit_icono_HOME.png/48px-Surskit_icono_HOME.png
284,Masquerain,192,150,172,Bug,Flying,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20230319125749/Masquerain_icono_HOME.png/48px-Masquerain_icono_HOME.png
285,Shroomish,74,110,155,Grass,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6b/latest/20230319130726/Shroomish_icono_HOME.png/48px-Shroomish_icono_HOME.png
286,Breloom,241,144,155,Grass,Fighting,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/64/latest/20230319124824/Breloom_icono_HOME.png/48px-Breloom_icono_HOME.png
287,Slakoth,104,92,155,Normal,Null,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/79/latest/20230319124549/Slakoth_icono_HOME.png/48px-Slakoth_icono_HOME.png
